StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1/15/2025 10:23,1/15/2025 10:26,IP Address,5.68.175.165,100,160,TRUE,1/15/2025 10:26,R_8pad4SlBhCLioo1,,,,,53.4174,-2.7093,anonymous,ZH-T,63d6756d6b06005c43c7c88e,strongly believe,graduate school (postgraduate),Once a week,Yes,may decrease,remain the same,very likely to decrease,remain the same,may decrease,remain the same,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,may decrease,may increase,63d6756d6b06005c43c7c88e,6787d2dd8d1c05a0dbae9332,63d6756d6b06005c43c7c88e,AWAITING REVIEW,Not Applicable,2025-01-15T15:23:22.129000Z,2025-01-15T15:26:34.761000Z,,2025-01-15T15:26:40.613092Z,193,NOCODE,150,English,Hinduism,Yes. Both public and private,42,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
1/15/2025 10:24,1/15/2025 10:29,IP Address,99.235.111.130,100,291,TRUE,1/15/2025 10:29,R_7j1WwDcto6cg1rp,,,,,43.7627,-79.7606,anonymous,ZH-T,650739048d93f13a5f6b200b,somewhat believe,undergraduate (college/University),2-3 times a year,Yes,remain the same,remain the same,may decrease,may increase,may decrease,may increase,definitely increase,definitely increase,very likely to increase,may increase,may increase,remain the same,may increase,remain the same,definitely decrease,very likely to increase,650739048d93f13a5f6b200b,6787d324e032e01837a2ed1d,650739048d93f13a5f6b200b,AWAITING REVIEW,Not Applicable,2025-01-15T15:24:25.785000Z,2025-01-15T15:29:32.788000Z,,2025-01-15T15:29:34.310955Z,308,NOCODE,351,"Hindi, Nepali, English",Hinduism,Yes. Both public and private,25,Male,Asian,Nepal,Canada,Nepal,Nepali,Yes,Part-Time
1/15/2025 10:32,1/15/2025 10:36,IP Address,184.148.183.145,100,239,TRUE,1/15/2025 10:36,R_54jhowII42BL5bf,,,,,43.5873,-79.614,anonymous,ZH-T,671eb046355f8f1efaf78a7f,strongly believe,graduate school (postgraduate),Daily or more,Yes,may decrease,definitely increase,very likely to decrease,definitely increase,may decrease,may increase,may increase,definitely increase,may decrease,may increase,very likely to increase,definitely increase,very likely to increase,definitely increase,may decrease,very likely to increase,671eb046355f8f1efaf78a7f,6787d4ff6ac8ee8ab3f7e23c,671eb046355f8f1efaf78a7f,TIMED-OUT,Not Applicable,2025-01-15T15:32:15.867000Z,,,,909081,,12,"English, Hindi",Hinduism,Yes. Both public and private,23,Male,Asian,India,Canada,India,Gujarati,No,Part-Time
1/15/2025 10:40,1/15/2025 10:47,IP Address,84.104.48.125,100,391,TRUE,1/15/2025 10:47,R_27wk985Vo0lrENw,,,,,52.2844,4.8662,anonymous,ZH-T,6509d823ba8e80eb6d142f52,somewhat believe,graduate school (postgraduate),Almost never,Yes,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,definitely increase,6509d823ba8e80eb6d142f52,6787d6e28f0261656ffcbb1d,6509d823ba8e80eb6d142f52,AWAITING REVIEW,Not Applicable,2025-01-15T15:40:24.227000Z,2025-01-15T15:47:21.614000Z,,2025-01-15T15:47:22.293550Z,418,NOCODE,120,"English, Hindi",Hinduism,Yes. Both public and private,36,Male,Asian,India,Netherlands,India,English,No,Full-Time
1/15/2025 10:51,1/15/2025 10:53,IP Address,72.143.205.53,100,119,TRUE,1/15/2025 10:53,R_3omXEkoUoBIrsMV,,,,,43.7292,-79.393,anonymous,ZH-T,66510bd116a15ab9a2ef9959,somewhat believe,graduate school (postgraduate),Once a few months,Yes,may decrease,may increase,remain the same,remain the same,may decrease,may increase,very likely to decrease,may increase,very likely to increase,very likely to increase,remain the same,may increase,may increase,may increase,very likely to decrease,definitely increase,66510bd116a15ab9a2ef9959,6787d96711d99463059e109b,66510bd116a15ab9a2ef9959,AWAITING REVIEW,Not Applicable,2025-01-15T15:51:03.097000Z,2025-01-15T15:53:24.931000Z,,2025-01-15T15:53:25.648750Z,142,NOCODE,103,"English, Hindi",Hinduism,Yes. Both public and private,24,Female,DATA_EXPIRED,India,Canada,DATA_EXPIRED,English,Yes,Part-Time
1/15/2025 10:54,1/15/2025 11:04,IP Address,206.251.201.195,100,585,TRUE,1/15/2025 11:04,R_7PzVjlw7lDx0HaQ,,,,,37.751,-97.822,anonymous,ZH-T,67433cc07f697a729f037bbf,somewhat believe,graduate school (postgraduate),Once a week,Yes,may increase,may increase,may increase,very likely to increase,remain the same,may increase,very likely to increase,may increase,may increase,may increase,remain the same,remain the same,very likely to increase,may decrease,may increase,may increase,67433cc07f697a729f037bbf,6787da392d20830f21566075,67433cc07f697a729f037bbf,AWAITING REVIEW,Not Applicable,2025-01-15T15:54:48.236000Z,2025-01-15T16:05:34.112000Z,,2025-01-15T16:05:34.663018Z,646,NOCODE,244,English,Hinduism,Yes. Both public and private,23,Male,Black,Ghana,United States,United States,English,No,Full-Time
1/15/2025 11:10,1/15/2025 11:16,IP Address,70.70.229.150,100,352,TRUE,1/15/2025 11:16,R_7IIDNdS2FrLJtrH,,,,,49.1378,-122.8521,anonymous,ZH-T,66469f5d40d395a527be84c8,somewhat believe,graduate school (postgraduate),Once a week,Yes,remain the same,may increase,may decrease,remain the same,remain the same,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,remain the same,remain the same,remain the same,may increase,66469f5d40d395a527be84c8,6787dd3096c1c60c5ab103ae,66469f5d40d395a527be84c8,RETURNED,Not Applicable,2025-01-15T16:10:43.225000Z,,,,,,307,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1/15/2025 11:22,1/15/2025 11:26,IP Address,142.181.120.100,100,246,TRUE,1/15/2025 11:26,R_7IRfpTy6jyLXmOU,,,,,43.445,-80.2807,anonymous,ZH-T,6695529ec7a47b43b634cd9e,somewhat believe,graduate school (postgraduate),Once a week,Yes,may decrease,remain the same,remain the same,may increase,remain the same,remain the same,may increase,remain the same,may increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,may decrease,stay the same,6695529ec7a47b43b634cd9e,6787e0a87fc8c15b3d68d823,6695529ec7a47b43b634cd9e,AWAITING REVIEW,Not Applicable,2025-01-15T16:22:08.687000Z,2025-01-15T16:26:35.219000Z,,2025-01-15T16:26:35.872060Z,267,NOCODE,162,"English, Hindi",Hinduism,Yes. Both public and private,33,Female,Asian,India,Canada,India,Hindi,No,Full-Time
1/15/2025 11:52,1/15/2025 12:01,IP Address,70.49.2.203,100,508,TRUE,1/15/2025 12:01,R_3BBgNke4b9Y4ccV,,,,,43.6547,-79.3623,anonymous,ZH-T,64848874843e543a2ec059ba,somewhat believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,may decrease,may decrease,remain the same,remain the same,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,definitely increase,very likely to increase,may increase,may decrease,may decrease,64848874843e543a2ec059ba,6787e7cdb985783f367dac97,64848874843e543a2ec059ba,AWAITING REVIEW,Not Applicable,2025-01-15T16:52:38.322000Z,2025-01-15T17:01:20.814000Z,,2025-01-15T17:01:21.435752Z,523,NOCODE,283,"English, Hindi, Urdu",Hinduism,Yes. Both public and private,42,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
1/15/2025 12:40,1/15/2025 12:42,IP Address,98.194.84.59,100,147,TRUE,1/15/2025 12:42,R_3PTOGBCfU15JkO4,,,,,29.7388,-95.8309,anonymous,ZH-T,667d85ec48a57d13d4cd295b,somewhat believe,undergraduate (college/University),Once a month,Yes,definitely decrease,remain the same,definitely decrease,remain the same,definitely decrease,may increase,remain the same,remain the same,may increase,may increase,very likely to increase,may increase,may increase,may increase,definitely decrease,may increase,667d85ec48a57d13d4cd295b,6787f2e93011105d77092712,667d85ec48a57d13d4cd295b,AWAITING REVIEW,Not Applicable,2025-01-15T17:39:58.416000Z,2025-01-15T17:42:55.094000Z,,2025-01-15T17:42:55.824513Z,177,NOCODE,88,English,Hinduism,Yes. Both public and private,18,Female,Asian,United States,United States,United States,English,Yes,Part-Time
1/15/2025 12:34,1/15/2025 12:43,IP Address,102.32.109.229,100,548,TRUE,1/15/2025 12:43,R_8HiVkIEnxybsQed,,,,,-25.8775,28.168,anonymous,ZH-T,5ad5b79ce704600001542ec7,somewhat believe,graduate school (postgraduate),Once a week,Yes,very likely to decrease,definitely increase,may decrease,may decrease,may decrease,may increase,definitely increase,may increase,will definitely increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,definitely decrease,may increase,5ad5b79ce704600001542ec7,6787f1b3cf7de6a78f4939f2,5ad5b79ce704600001542ec7,AWAITING REVIEW,Not Applicable,2025-01-15T17:34:43.236000Z,2025-01-15T17:44:12.688000Z,,2025-01-15T17:44:13.335920Z,570,NOCODE,452,"English, Afrikaans",Hinduism,Yes. Both public and private,35,Male,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/15/2025 12:40,1/15/2025 12:45,IP Address,107.127.14.22,100,258,TRUE,1/15/2025 12:45,R_7ktfGYWdP89Fxku,,,,,37.6403,-122.0667,anonymous,ZH-T,666b27991bb7b1ccff2286e3,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,may decrease,remain the same,may increase,remain the same,remain the same,very likely to increase,definitely increase,very likely to increase,very likely to increase,remain the same,remain the same,may increase,very likely to increase,remain the same,very likely to increase,666b27991bb7b1ccff2286e3,6787f31c4a68ccb0d0720621,666b27991bb7b1ccff2286e3,AWAITING REVIEW,Not Applicable,2025-01-15T17:40:52.520000Z,2025-01-15T17:45:55.983000Z,,2025-01-15T17:46:41.072192Z,304,NOCODE,623,"English, Hindi, Tamil",Hinduism,Yes. Both public and private,55,Female,Asian,India,United States,India,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1/15/2025 12:49,1/15/2025 12:54,IP Address,197.92.172.243,100,262,TRUE,1/15/2025 12:54,R_2QKQvo3RjL0Upvb,,,,,-29.9056,30.9405,anonymous,ZH-T,66c4c36cec39b0b12e3c80fb,strongly believe,high school,Daily or more,Yes,may decrease,definitely increase,may decrease,very likely to increase,may decrease,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,definitely increase,66c4c36cec39b0b12e3c80fb,6787f51630b65d512fe5fdcc,66c4c36cec39b0b12e3c80fb,AWAITING REVIEW,Not Applicable,2025-01-15T17:49:32.252000Z,2025-01-15T17:54:39.109000Z,,2025-01-15T17:54:39.793592Z,307,NOCODE,8,English,Hinduism,Yes. Both public and private,19,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Part-Time
1/15/2025 12:53,1/15/2025 13:01,IP Address,90.248.134.99,100,488,TRUE,1/15/2025 13:01,R_2DvVyNct5bRZfDN,,,,,51.337,-1.1678,anonymous,ZH-T,675dc00693a6bf590251adb5,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,definitely increase,remain the same,may increase,remain the same,may increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,very likely to increase,remain the same,remain the same,remain the same,may increase,675dc00693a6bf590251adb5,6787f60d5e74b67c44880f5e,675dc00693a6bf590251adb5,AWAITING REVIEW,Not Applicable,2025-01-15T17:53:31.944000Z,2025-01-15T18:02:09.685000Z,,2025-01-15T18:02:25.699248Z,518,NOCODE,14,English,Hinduism,Yes. Both public and private,23,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
1/15/2025 13:11,1/15/2025 13:15,IP Address,117.99.248.169,100,219,TRUE,1/15/2025 13:15,R_4dZmibfVWfIA9Wy,,,,,18.6161,73.7286,anonymous,ZH-T,65fbef8437faf4636987eebe,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,may decrease,definitely increase,very likely to decrease,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,may decrease,definitely increase,65fbef8437faf4636987eebe,6787fa416a5a695d824493e4,65fbef8437faf4636987eebe,AWAITING REVIEW,Not Applicable,2025-01-15T18:11:21.738000Z,2025-01-15T18:15:54.560000Z,,2025-01-15T18:16:26.596147Z,273,NOCODE,25,"English, Hindi",Hinduism,Yes. Both public and private,24,Male,Asian,India,India,India,Hindi,Yes,Unemployed (and job seeking)
1/15/2025 13:15,1/15/2025 13:15,IP Address,117.99.248.169,5,5,FALSE,1/22/2025 13:15,R_4PCfJ3tMAvFDR8o,,,,,18.6161,73.7286,anonymous,ZH-T,65fbef8437faf4636987eebe,,,,,,,,,,,,,,,,,,,,,65fbef8437faf4636987eebe,6787fa416a5a695d824493e4,65fbef8437faf4636987eebe,AWAITING REVIEW,Not Applicable,2025-01-15T18:11:21.738000Z,2025-01-15T18:15:54.560000Z,,2025-01-15T18:16:26.596147Z,273,NOCODE,25,"English, Hindi",Hinduism,Yes. Both public and private,24,Male,Asian,India,India,India,Hindi,Yes,Unemployed (and job seeking)
1/15/2025 13:11,1/15/2025 13:15,IP Address,92.11.108.161,100,278,TRUE,1/15/2025 13:15,R_8aQWeINWSFQDhVn,,,,,51.4098,-0.0249,anonymous,ZH-T,60fe8de5380ae67bf7370ac8,strongly believe,graduate school (postgraduate),Daily or more,Yes,may increase,definitely increase,may increase,very likely to increase,may increase,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,60fe8de5380ae67bf7370ac8,6787fa398b9bdf76dc315d69,60fe8de5380ae67bf7370ac8,AWAITING REVIEW,Not Applicable,2025-01-15T18:11:10.261000Z,2025-01-15T18:16:22.534000Z,,2025-01-15T18:16:39.204128Z,313,NOCODE,2307,"English, Hindi, Other",Hinduism,Yes. Both public and private,33,Female,Asian,India,United Kingdom,India,Hindi,No,Part-Time
1/15/2025 13:16,1/15/2025 13:16,IP Address,92.11.108.161,5,10,FALSE,1/22/2025 13:16,R_82G65666pVklHDA,,,,,51.4098,-0.0249,anonymous,ZH-T,60fe8de5380ae67bf7370ac8,,,,,,,,,,,,,,,,,,,,,60fe8de5380ae67bf7370ac8,6787fa398b9bdf76dc315d69,60fe8de5380ae67bf7370ac8,AWAITING REVIEW,Not Applicable,2025-01-15T18:11:10.261000Z,2025-01-15T18:16:22.534000Z,,2025-01-15T18:16:39.204128Z,313,NOCODE,2307,"English, Hindi, Other",Hinduism,Yes. Both public and private,33,Female,Asian,India,United Kingdom,India,Hindi,No,Part-Time
1/15/2025 13:13,1/15/2025 13:18,IP Address,169.0.76.84,100,312,TRUE,1/15/2025 13:18,R_80kHUN43a4iIht7,,,,,-33.91,18.4304,anonymous,ZH-T,5f79ea3d53179e601f3a06ff,somewhat believe,undergraduate (college/University),Once a month,Yes,very likely to decrease,may decrease,remain the same,may increase,may decrease,may increase,remain the same,definitely increase,may increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,very likely to decrease,may decrease,5f79ea3d53179e601f3a06ff,6787fab8af7a80159002b99e,5f79ea3d53179e601f3a06ff,AWAITING REVIEW,Not Applicable,2025-01-15T18:13:12.804000Z,2025-01-15T18:19:15.045000Z,,2025-01-15T18:19:15.679123Z,363,NOCODE,99,English,Hinduism,Yes. Both public and private,26,Male,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 13:19,1/15/2025 13:19,IP Address,169.0.76.84,5,6,FALSE,1/22/2025 13:19,R_8ghFoK5c1DJwhKM,,,,,-33.91,18.4304,anonymous,ZH-T,5f79ea3d53179e601f3a06ff,,,,,,,,,,,,,,,,,,,,,5f79ea3d53179e601f3a06ff,6787fab8af7a80159002b99e,5f79ea3d53179e601f3a06ff,AWAITING REVIEW,Not Applicable,2025-01-15T18:13:12.804000Z,2025-01-15T18:19:15.045000Z,,2025-01-15T18:19:15.679123Z,363,NOCODE,99,English,Hinduism,Yes. Both public and private,26,Male,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/15/2025 14:03,1/15/2025 14:21,IP Address,31.111.85.21,100,1067,TRUE,1/15/2025 14:21,R_8eV42artP7SQiYX,,,,,52.5297,-1.8543,anonymous,ZH-T,66e5a83228cf6046bd8f1d64,somewhat disbelieve,graduate school (postgraduate),2-3 times a year,Yes,remain the same,remain the same,may decrease,may decrease,remain the same,remain the same,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,may decrease,may decrease,66e5a83228cf6046bd8f1d64,67880669da10ca6628100b0c,66e5a83228cf6046bd8f1d64,AWAITING REVIEW,Not Applicable,2025-01-15T19:03:10.839000Z,2025-01-15T19:21:16.426000Z,,2025-01-15T19:21:17.046766Z,1086,NOCODE,185,"English, Hindi",Hinduism,Yes. Both public and private,37,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1/15/2025 14:27,1/15/2025 14:34,IP Address,4.4.48.250,100,405,TRUE,1/15/2025 14:34,R_3fTQKW9cN4e7noY,,,,,30.2423,-97.7672,anonymous,ZH-T,6630f10a3f5ea2fb9b5afb71,somewhat believe,graduate school (postgraduate),2-3 times a year,Yes,may decrease,may decrease,very likely to decrease,very likely to decrease,very likely to decrease,may decrease,very likely to increase,remain the same,may increase,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to increase,may decrease,definitely increase,6630f10a3f5ea2fb9b5afb71,67880b9fcac1932cfbcdb2c6,6630f10a3f5ea2fb9b5afb71,AWAITING REVIEW,Not Applicable,2025-01-15T19:27:13.678000Z,2025-01-15T19:34:40.383000Z,,2025-01-15T19:34:54.553701Z,447,NOCODE,853,"English, Hindi",Hinduism,Yes. Both public and private,31,Female,Asian,United States,United States,United States,English,Yes,Full-Time
1/15/2025 15:13,1/15/2025 15:15,IP Address,176.249.9.170,100,125,TRUE,1/15/2025 15:15,R_8n0ICnDiElWUigC,,,,,51.5754,0.1312,anonymous,ZH-T,5ed65d48c55b9b07d9efc6f0,strongly believe,undergraduate (college/University),Once a week,Yes,may increase,remain the same,very likely to decrease,may increase,very likely to increase,remain the same,remain the same,very likely to increase,very likely to increase,may increase,definitely increase,very likely to increase,remain the same,very likely to increase,may increase,may decrease,5ed65d48c55b9b07d9efc6f0,678816c5a6c55d9dd2387808,5ed65d48c55b9b07d9efc6f0,AWAITING REVIEW,Not Applicable,2025-01-15T20:12:59.646000Z,2025-01-15T20:15:53.679000Z,,2025-01-15T20:16:34.027716Z,175,"No code on completion- Thank you for taking the time to complete this survey. If you have any questions or concerns, please email zehong@um.edu.mo",1275,"English, Hindi",Hinduism,Yes. Both public and private,38,Male,Asian,India,United Kingdom,United Kingdom,Hindi,No,Full-Time
1/15/2025 15:17,1/15/2025 15:20,IP Address,174.224.83.240,100,123,TRUE,1/15/2025 15:20,R_6gTTvIqJVppO56R,,,,,45.3573,-122.6068,anonymous,ZH-T,663a7e1e1cc60a4c3c44b99b,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,remain the same,remain the same,remain the same,may decrease,may decrease,definitely increase,definitely increase,will definitely increase,definitely increase,remain the same,remain the same,remain the same,definitely increase,may decrease,may decrease,663a7e1e1cc60a4c3c44b99b,678817e86a5a695d82449c9b,663a7e1e1cc60a4c3c44b99b,AWAITING REVIEW,Not Applicable,2025-01-15T20:17:54.237000Z,2025-01-15T20:20:13.590000Z,,2025-01-15T20:20:14.173142Z,140,NOCODE,1012,English,Hinduism,Yes. Both public and private,41,Male,Mixed,United States,United States,United States,English,No,Full-Time
1/15/2025 15:25,1/15/2025 15:30,IP Address,81.104.33.49,100,317,TRUE,1/15/2025 15:30,R_863wS0eq1uupEzT,,,,,52.5121,-2.1328,anonymous,ZH-T,661257a6b397f2e13a64ed89,strongly believe,graduate school (postgraduate),Once a month,Yes,remain the same,may increase,remain the same,very likely to increase,remain the same,may increase,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,661257a6b397f2e13a64ed89,678819a0d9b7d1fb68a0598d,661257a6b397f2e13a64ed89,AWAITING REVIEW,Not Applicable,2025-01-15T20:25:04.022000Z,2025-01-15T20:30:47.936000Z,,2025-01-15T20:31:14.553082Z,344,NOCODE,32,"English, Other",Hinduism,Yes. Both public and private,52,Male,Asian,India,United Kingdom,United Kingdom,Other,No,Full-Time
1/15/2025 16:08,1/15/2025 16:17,IP Address,188.148.108.190,100,562,TRUE,1/15/2025 16:17,R_8f0NzuZFfycrpYS,,,,,56.0449,12.692,anonymous,ZH-T,657321d2ce2fe0a3c78da7f8,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,very likely to increase,may decrease,may decrease,may decrease,may increase,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,may increase,very likely to increase,very likely to increase,may decrease,may increase,657321d2ce2fe0a3c78da7f8,678823bd5264d81b16b476b2,657321d2ce2fe0a3c78da7f8,AWAITING REVIEW,Not Applicable,2025-01-15T21:08:20.937000Z,2025-01-15T21:18:02.287000Z,,2025-01-15T21:18:02.886448Z,582,NOCODE,65,English,Hinduism,Yes. Both public and private,30,Female,Asian,Nepal,Sweden,Nepal,Nepali,Yes,Part-Time
1/15/2025 16:54,1/15/2025 16:58,IP Address,174.163.73.231,100,251,TRUE,1/15/2025 16:58,R_5VZylvtKodZPk2J,,,,,33.8743,-84.4653,anonymous,ZH-T,6732de5c32981eeab9c67bd1,somewhat believe,undergraduate (college/University),Once a week,Yes,may decrease,may increase,may decrease,very likely to increase,very likely to decrease,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,may decrease,definitely increase,6732de5c32981eeab9c67bd1,67882e72179c56ce4cf210c1,6732de5c32981eeab9c67bd1,AWAITING REVIEW,Not Applicable,2025-01-15T21:53:59.969000Z,2025-01-15T21:58:26.932000Z,,2025-01-15T21:58:47.004689Z,267,NOCODE,198,"English, Tamil",Hinduism,Yes. Both public and private,25,Female,Asian,United States,United States,United States,Tamil,No,Part-Time
1/15/2025 17:07,1/15/2025 17:10,IP Address,142.169.18.138,100,236,TRUE,1/15/2025 17:11,R_7Ffbyv7AQOaLzRH,,,,,45.4803,-73.5558,anonymous,ZH-T,6733b04d7d54f1c17d23512e,strongly believe,graduate school (postgraduate),Once a month,Yes,very likely to decrease,may decrease,very likely to decrease,very likely to increase,definitely decrease,definitely decrease,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely decrease,may decrease,6733b04d7d54f1c17d23512e,6788316e5b44ce42d240756f,6733b04d7d54f1c17d23512e,AWAITING REVIEW,Not Applicable,2025-01-15T22:06:59.607000Z,2025-01-15T22:11:24.047000Z,,2025-01-15T22:11:24.882255Z,265,NOCODE,78,"Bengali, English, French, Hindi, Nepali",Hinduism,Yes. Both public and private,26,Male,Asian,Nepal,Canada,Canada,Hindi,Yes,Full-Time
1/15/2025 17:25,1/15/2025 17:28,IP Address,82.30.40.35,100,194,TRUE,1/15/2025 17:28,R_80ppxVpNfB4PdSM,,,,,50.7519,-1.8706,anonymous,ZH-T,5d9c7de1524d130014b78acd,somewhat believe,undergraduate (college/University),2-3 times a year,Yes,remain the same,very likely to increase,remain the same,definitely increase,remain the same,definitely increase,may increase,may increase,very likely to increase,definitely increase,very likely to increase,remain the same,may increase,definitely increase,remain the same,stay the same,5d9c7de1524d130014b78acd,678835d7a2ca7a5fd724d7d1,5d9c7de1524d130014b78acd,AWAITING REVIEW,Not Applicable,2025-01-15T22:25:31.813000Z,2025-01-15T22:29:10.015000Z,,2025-01-15T22:29:10.840640Z,219,NOCODE,1820,English,Hinduism,Yes. Both public and private,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
1/15/2025 18:10,1/15/2025 18:18,IP Address,86.13.119.64,100,479,TRUE,1/15/2025 18:18,R_27xLdb4jhDXkXEr,,,,,51.3878,-0.2945,anonymous,ZH-T,601ee216235cb139ff0a631f,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,very likely to increase,may increase,definitely increase,may increase,definitely increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,601ee216235cb139ff0a631f,67884072404e357c7e312040,601ee216235cb139ff0a631f,AWAITING REVIEW,Not Applicable,2025-01-15T23:10:48.137000Z,2025-01-15T23:19:21.459000Z,,2025-01-15T23:19:22.118512Z,514,NOCODE,550,"English, Hindi",Hinduism,Yes. Both public and private,36,Male,Asian,India,United Kingdom,India,Hindi,No,Full-Time
1/15/2025 18:39,1/15/2025 18:41,IP Address,142.115.135.192,100,140,TRUE,1/15/2025 18:41,R_7Ezj3mwYww5JIEt,,,,,42.9547,-82.281,anonymous,ZH-T,6674c68310b6684b86ddf3a0,somewhat believe,graduate school (postgraduate),Once a few months,Yes,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,may decrease,very likely to increase,6674c68310b6684b86ddf3a0,67884722e381dbff08af8fdf,6674c68310b6684b86ddf3a0,AWAITING REVIEW,Not Applicable,2025-01-15T23:39:21.312000Z,2025-01-15T23:42:00.282000Z,,2025-01-15T23:42:01.087037Z,159,NOCODE,110,English,Hinduism,Yes. Both public and private,26,Male,Mixed,Canada,Canada,Nepal,Nepali,Yes,Part-Time
1/15/2025 19:01,1/15/2025 19:06,IP Address,68.55.111.120,100,264,TRUE,1/15/2025 19:06,R_3rcxE9SbhLeE401,,,,,42.6013,-83.178,anonymous,ZH-T,66cd3c7227a5bb57f0d5c08e,somewhat believe,graduate school (postgraduate),Once a month,Yes,remain the same,may increase,very likely to decrease,may decrease,may decrease,remain the same,very likely to increase,definitely increase,may increase,remain the same,very likely to increase,very likely to increase,remain the same,remain the same,very likely to decrease,may increase,66cd3c7227a5bb57f0d5c08e,67884c5fd46e9d4aa9972410,66cd3c7227a5bb57f0d5c08e,AWAITING REVIEW,Not Applicable,2025-01-16T00:01:41.422000Z,2025-01-16T00:06:37.760000Z,,2025-01-16T00:06:38.366728Z,297,NOCODE,361,"English, Hindi",Hinduism,Yes. Both public and private,40,Female,Asian,India,United States,United States,English,No,Full-Time
