,StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
108,2025-03-05 03:06:39,2025-03-05 03:11:59,IP Address,223.178.209.4,100,319,True,2025-03-05 03:11:59,R_4PZOf5Ho3XtscBB,,,,,30.7339,76.7889,anonymous,ZH-T,66c9b31cbfa4d79905b6414d,somewhat believe,graduate school (postgraduate),Once a month,Yes,remain the same,may increase,may decrease,remain the same,may decrease,remain the same,very likely to increase,very likely to increase,may increase,may increase,remain the same,remain the same,remain the same,may increase,may decrease,remain the same,66c9b31cbfa4d79905b6414d,67c805e58e27414ecc780ead,66c9b31cbfa4d79905b6414d,AWAITING REVIEW,Not Applicable,2025-03-05T08:06:33.380000Z,2025-03-05T08:12:18.386000Z,,2025-03-05T08:12:19.197025Z,346.0,NOCODE,58,English,Hinduism,Yes. Private only,32,Female,Other,India,India,India,Hindi,No,Full-Time
109,2025-03-05 03:12:51,2025-03-05 03:16:28,IP Address,86.14.231.128,100,217,True,2025-03-05 03:16:29,R_2OCxicWMZqB8MDD,,,,,52.9994,-1.1318,anonymous,ZH-T,677244aa03db75ca074fa4c7,somewhat believe,high school,2-3 times a year,Yes,remain the same,remain the same,remain the same,may decrease,may decrease,remain the same,remain the same,remain the same,remain the same,remain the same,,remain the same,remain the same,remain the same,may decrease,remain the same,677244aa03db75ca074fa4c7,67c8077839644a10bf20c1d8,677244aa03db75ca074fa4c7,AWAITING REVIEW,Not Applicable,2025-03-05T08:12:45.463000Z,2025-03-05T08:16:47.533000Z,,2025-03-05T08:16:48.338998Z,243.0,NOCODE,58,English,Hinduism,Yes. Private only,32,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
110,2025-03-05 03:14:50,2025-03-05 03:17:24,IP Address,123.243.200.50,100,153,True,2025-03-05 03:17:25,R_9qlqARsUNsW4Vo1,,,,,-34.9325,138.5133,anonymous,ZH-T,5f57293333c15219a0bc1073,somewhat disbelieve,graduate school (postgraduate),Almost never,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,5f57293333c15219a0bc1073,67c807ee9083e3f81ba8ac06,5f57293333c15219a0bc1073,AWAITING REVIEW,Not Applicable,2025-03-05T08:14:48.906000Z,2025-03-05T08:17:35.283000Z,,2025-03-05T08:17:35.773180Z,167.0,NOCODE,1378,"English, Hindi, Nepali",Hinduism,Yes. Private only,31,Male,Asian,Nepal,Australia,Nepal,Nepali,No,Full-Time
111,2025-03-05 03:57:10,2025-03-05 04:00:38,IP Address,152.56.132.252,100,207,True,2025-03-05 04:00:39,R_9ls0BXvULdw0jhx,,,,,25.5943,85.1352,anonymous,ZH-T,65f337b9fcbcc87593dfc3a4,somewhat disbelieve,undergraduate (college/University),Once a few months,Yes,remain the same,remain the same,may decrease,remain the same,may decrease,very likely to decrease,may increase,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,may decrease,very likely to decrease,65f337b9fcbcc87593dfc3a4,67c811dd1cdfbcb57b44d349,65f337b9fcbcc87593dfc3a4,AWAITING REVIEW,Not Applicable,2025-03-05T08:57:07.943000Z,2025-03-05T09:00:59.352000Z,,2025-03-05T09:01:00.121051Z,232.0,NOCODE,89,"Nepali, Hindi, English",Hinduism,Yes. Private only,31,Male,White,India,India,India,Nepali,No,Part-Time
112,2025-03-05 03:57:45,2025-03-05 04:02:06,IP Address,41.193.89.50,100,260,True,2025-03-05 04:02:06,R_2QiHBZGaeu91VXB,,,,,-33.9258,18.4259,anonymous,ZH-T,6717e620449c4f52f4a6d533,strongly believe,high school,Once a month,Yes,remain the same,remain the same,may decrease,remain the same,remain the same,remain the same,very likely to increase,very likely to increase,definitely increase,very likely to increase,very likely to increase,remain the same,remain the same,remain the same,very likely to increase,very likely to increase,6717e620449c4f52f4a6d533,67c811fbd4abfd5ac45fe063,6717e620449c4f52f4a6d533,TIMED-OUT,Not Applicable,2025-03-05T08:57:31.925000Z,,,,144679.0,,1,English,Hinduism,Yes. Private only,48,Male,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
113,2025-03-05 04:16:28,2025-03-05 04:18:32,IP Address,81.141.16.90,100,124,True,2025-03-05 04:18:33,R_8YLkKBmpmpIGr3Z,,,,,51.5975,-0.1915,anonymous,ZH-T,676064ee4f66effcf92a13fd,somewhat believe,undergraduate (college/University),2-3 times a year,Yes,may decrease,may decrease,may decrease,may decrease,may decrease,may decrease,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may decrease,may decrease,676064ee4f66effcf92a13fd,67c816532d92ae6461aac9c9,676064ee4f66effcf92a13fd,AWAITING REVIEW,Not Applicable,2025-03-05T09:16:26.439000Z,2025-03-05T09:18:45.601000Z,,2025-03-05T09:18:46.342897Z,140.0,NOCODE,24,English,Hinduism,Yes. Both public and private,24,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
114,2025-03-05 04:17:05,2025-03-05 04:21:07,IP Address,148.252.147.189,100,242,True,2025-03-05 04:21:08,R_8po3zXHXkDdNVCL,,,,,51.4964,-0.1224,anonymous,ZH-T,6765e1e03514c10fd71a2b06,somewhat believe,graduate school (postgraduate),Once a month,Yes,remain the same,remain the same,remain the same,remain the same,may decrease,may decrease,very likely to increase,very likely to increase,may increase,may increase,remain the same,may increase,remain the same,remain the same,may decrease,remain the same,6765e1e03514c10fd71a2b06,67c8168d002a2679b9455490,6765e1e03514c10fd71a2b06,AWAITING REVIEW,Not Applicable,2025-03-05T09:17:01.969000Z,2025-03-05T09:21:22.380000Z,,2025-03-05T09:21:23.114181Z,261.0,NOCODE,22,"Bengali, Hindi, English",Hinduism,Yes. Both public and private,31,Female,Asian,India,United Kingdom,India,Bengali,No,Full-Time
115,2025-03-05 04:26:00,2025-03-05 04:32:51,IP Address,88.126.221.170,100,410,True,2025-03-05 04:32:52,R_8IcJyXkHO3S7Eqw,,,,,43.835,4.3622,anonymous,ZH-T,66587d46bf955377b67ac2f5,strongly believe,undergraduate (college/University),Once a month,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,very likely to increase,remain the same,may increase,remain the same,remain the same,very likely to increase,may increase,remain the same,remain the same,remain the same,66587d46bf955377b67ac2f5,67c8189e6360e8c1992cc929,66587d46bf955377b67ac2f5,AWAITING REVIEW,Not Applicable,2025-03-05T09:25:56.308000Z,2025-03-05T09:33:39.015000Z,,2025-03-05T09:33:39.637732Z,463.0,NOCODE,64,English,Hinduism,Yes. Private only,30,Female,Asian,India,France,India,English,Yes,Part-Time
116,2025-03-05 04:29:17,2025-03-05 04:36:42,IP Address,49.204.162.240,100,444,True,2025-03-05 04:36:42,R_9oqd1LP6IZLPhip,,,,,13.6409,79.4192,anonymous,ZH-T,66ce8ce288a8a27fee282a72,somewhat believe,graduate school (postgraduate),Once a week,Yes,very likely to increase,very likely to increase,remain the same,may increase,remain the same,remain the same,definitely increase,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,may decrease,remain the same,66ce8ce288a8a27fee282a72,67c819601b6f049c88f2cf02,66ce8ce288a8a27fee282a72,AWAITING REVIEW,Not Applicable,2025-03-05T09:29:14.632000Z,2025-03-05T09:37:12.399000Z,,2025-03-05T09:37:12.997080Z,478.0,NOCODE,30,"English, Telugu",Hinduism,Yes. Private only,25,Female,Asian,India,India,India,English,No,Other
117,2025-03-05 04:34:28,2025-03-05 04:39:24,IP Address,217.121.199.203,100,296,True,2025-03-05 04:39:25,R_8CeBxlBKnHNrHqz,,,,,52.4594,4.6015,anonymous,ZH-T,65620326a75113768f06872f,somewhat believe,undergraduate (college/University),Once a few months,Yes,definitely decrease,very likely to decrease,remain the same,remain the same,remain the same,remain the same,very likely to increase,definitely increase,may increase,remain the same,very likely to increase,may increase,remain the same,remain the same,remain the same,remain the same,65620326a75113768f06872f,67c81aa0e086a501d3d839e1,65620326a75113768f06872f,AWAITING REVIEW,Not Applicable,2025-03-05T09:34:24.276000Z,2025-03-05T09:39:48.379000Z,,2025-03-05T09:39:49.173216Z,325.0,NOCODE,29,"English, Dutch",Hinduism,Yes. Private only,21,Male,Asian,Netherlands,Netherlands,Netherlands,Dutch,Yes,Unemployed (and job seeking)
118,2025-03-05 04:46:11,2025-03-05 04:49:09,IP Address,5.150.102.176,100,178,True,2025-03-05 04:49:10,R_8k5nH8yqVYjeEMc,,,,,51.5758,-0.4248,anonymous,ZH-T,5fecf25f2c2ee6a373d61c65,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,may increase,remain the same,may increase,may increase,remain the same,may increase,may increase,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may increase,may decrease,5fecf25f2c2ee6a373d61c65,67c81d5d3b58615c8703e043,5fecf25f2c2ee6a373d61c65,AWAITING REVIEW,Not Applicable,2025-03-05T09:46:10.383000Z,2025-03-05T09:49:48.122000Z,,2025-03-05T09:49:48.794997Z,218.0,NOCODE,1174,English,Hinduism,Yes. Private only,24,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
119,2025-03-05 04:54:14,2025-03-05 04:58:22,IP Address,75.113.174.236,100,247,True,2025-03-05 04:58:23,R_7OjcMOQVLrZj8KS,,,,,35.3965,-119.1268,anonymous,ZH-T,6619cb1e30cb95691a6dd425,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,6619cb1e30cb95691a6dd425,67c81f3e69a7033803c7199d,6619cb1e30cb95691a6dd425,AWAITING REVIEW,Not Applicable,2025-03-05T09:54:13.216000Z,2025-03-05T09:58:50.161000Z,,2025-03-05T09:58:51.085884Z,277.0,NOCODE,967,English,Hinduism,Yes. Private only,52,Male,Mixed,United States,United States,United States,English,No,Full-Time
120,2025-03-05 04:55:29,2025-03-05 04:58:37,IP Address,37.203.155.217,100,187,True,2025-03-05 04:58:38,R_2EzAwJzq5c1zhgO,,,,,55.867,-4.2621,anonymous,ZH-T,6779c01ff8dc4ddeecc54ab8,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,may increase,may decrease,may increase,may decrease,may increase,may increase,may increase,may increase,may increase,remain the same,remain the same,remain the same,remain the same,may decrease,may increase,6779c01ff8dc4ddeecc54ab8,67c81f8ef9c935c892a86035,6779c01ff8dc4ddeecc54ab8,AWAITING REVIEW,Not Applicable,2025-03-05T09:55:26.320000Z,2025-03-05T09:59:04.677000Z,,2025-03-05T09:59:05.350970Z,219.0,NOCODE,14,English,Hinduism,Yes. Private only,20,Male,Asian,Bangladesh,United Kingdom,United Kingdom,Bengali,Yes,Unemployed (and job seeking)
121,2025-03-05 04:56:17,2025-03-05 05:00:09,IP Address,82.19.174.135,100,232,True,2025-03-05 05:00:10,R_8sAOS6NEFk8oUkg,,,,,52.6513,-1.0876,anonymous,ZH-T,5ced9a82776d860017fcafb1,strongly disbelieve,graduate school (postgraduate),2-3 times a year,Yes,remain the same,may increase,may decrease,remain the same,very likely to decrease,remain the same,may increase,may increase,may increase,may increase,remain the same,may increase,remain the same,remain the same,definitely decrease,remain the same,5ced9a82776d860017fcafb1,67c81fb4a57dff7687f2d645,5ced9a82776d860017fcafb1,AWAITING REVIEW,Not Applicable,2025-03-05T09:56:08.179000Z,2025-03-05T10:00:21.790000Z,,2025-03-05T10:00:22.507301Z,254.0,NOCODE,241,"English, Hindi",Hinduism,Yes. Private only,44,Male,Asian,Kenya,United Kingdom,United Kingdom,English,No,Full-Time
122,2025-03-05 05:04:14,2025-03-05 05:09:34,IP Address,91.49.108.30,100,319,True,2025-03-05 05:09:34,R_2kVHpqNSupEfN1D,,,,,51.4492,6.6661,anonymous,ZH-T,644e653bbc1eec6a64261915,somewhat disbelieve,graduate school (postgraduate),Almost never,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,644e653bbc1eec6a64261915,67c82186848f06199b39b9ae,644e653bbc1eec6a64261915,AWAITING REVIEW,Not Applicable,2025-03-05T10:04:11.556000Z,2025-03-05T10:10:44.953000Z,,2025-03-05T10:10:47.312244Z,394.0,NOCODE,279,"English, German, Tamil",Hinduism,Yes. Private only,34,Male,Other,Germany,Germany,Germany,German,No,Full-Time
123,2025-03-05 05:12:02,2025-03-05 05:15:43,IP Address,160.226.137.110,100,221,True,2025-03-05 05:15:44,R_8DydpiFezbIzuJH,,,,,-33.365,19.3163,anonymous,ZH-T,60a69d04e5534b81417680ce,strongly believe,undergraduate (college/University),2-3 times a year,Yes,remain the same,may increase,may decrease,remain the same,may decrease,remain the same,may increase,may increase,remain the same,may increase,remain the same,remain the same,remain the same,may increase,remain the same,may increase,60a69d04e5534b81417680ce,67c8235c0df956ea3f542819,60a69d04e5534b81417680ce,AWAITING REVIEW,Not Applicable,2025-03-05T10:11:59.966000Z,2025-03-05T10:16:26.968000Z,,2025-03-05T10:16:27.841407Z,268.0,NOCODE,538,"Afrikaans, English",Hinduism,Yes. Private only,33,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
124,2025-03-05 05:32:10,2025-03-05 05:38:36,IP Address,94.14.241.210,100,385,True,2025-03-05 05:38:37,R_8dioLQ2NVS3k2Tb,,,,,51.7399,-0.4705,anonymous,ZH-T,67718f1099e3bc54f28f7c91,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase,definitely increase,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase,67718f1099e3bc54f28f7c91,67c8281e0612c262c7f8418f,67718f1099e3bc54f28f7c91,AWAITING REVIEW,Not Applicable,2025-03-05T10:32:08.483000Z,2025-03-05T10:39:16.846000Z,,2025-03-05T10:39:17.533687Z,429.0,NOCODE,11,"English, Hindi",Hinduism,Yes. Both public and private,50,Female,Asian,India,United Kingdom,United Kingdom,Hindi,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
125,2025-03-05 05:50:01,2025-03-05 05:54:42,IP Address,51.146.24.71,100,281,True,2025-03-05 05:54:43,R_2BtPlTK6uEHNpqV,,,,,51.5977,0.5313,anonymous,ZH-T,67a8e532107b5df6eaef4089,somewhat believe,undergraduate (college/University),Once a few months,Yes,may decrease,may increase,may increase,may increase,may decrease,remain the same,very likely to increase,may increase,may increase,may increase,may increase,may increase,may increase,may increase,may decrease,may increase,67a8e532107b5df6eaef4089,67c82c50e9dc824d8554dc6e,67a8e532107b5df6eaef4089,AWAITING REVIEW,Not Applicable,2025-03-05T10:49:59.807000Z,2025-03-05T10:54:57.060000Z,,2025-03-05T10:54:57.926263Z,298.0,NOCODE,73,"Bengali, English",Hinduism,Yes. Private only,22,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
126,2025-03-05 05:51:35,2025-03-05 05:54:46,IP Address,110.226.181.26,100,191,True,2025-03-05 05:54:46,R_98UblXMqGzz7roZ,,,,,19.0748,72.8856,anonymous,ZH-T,6632132dda565e32b9686215,somewhat believe,graduate school (postgraduate),Once a week,Yes,may decrease,may decrease,definitely decrease,may increase,definitely decrease,remain the same,very likely to increase,very likely to increase,may increase,may increase,may increase,very likely to increase,remain the same,may increase,definitely decrease,very likely to increase,6632132dda565e32b9686215,67c82cb367fd13beca32d634,6632132dda565e32b9686215,AWAITING REVIEW,Not Applicable,2025-03-05T10:51:31.844000Z,2025-03-05T10:55:19.951000Z,,2025-03-05T10:55:20.863888Z,229.0,NOCODE,80,"Bengali, English, Hindi",Hinduism,Yes. Public only,41,Male,Asian,India,India,India,Bengali,No,Full-Time
127,2025-03-05 05:54:04,2025-03-05 05:56:36,IP Address,83.104.70.232,100,152,True,2025-03-05 05:56:37,R_2qgkPcruDx9nakH,,,,,51.4828,-0.1371,anonymous,ZH-T,6644bcb2ba16943948b1f1c3,somewhat believe,graduate school (postgraduate),Once a week,Yes,may decrease,remain the same,may decrease,remain the same,very likely to decrease,remain the same,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may increase,may increase,may decrease,may increase,6644bcb2ba16943948b1f1c3,67c82d1debf33f361a2dbd55,6644bcb2ba16943948b1f1c3,AWAITING REVIEW,Not Applicable,2025-03-05T10:54:01.617000Z,2025-03-05T10:56:51.886000Z,,2025-03-05T10:56:53.020716Z,171.0,NOCODE,132,"English, Hindi",Hinduism,Yes. Private only,37,Female,Asian,India,United Kingdom,India,Hindi,No,Full-Time
128,2025-03-05 05:52:02,2025-03-05 05:57:53,IP Address,154.73.187.11,100,350,True,2025-03-05 05:57:54,R_8CfOlHCa7RVm3Qo,,,,,-26.2309,28.0583,anonymous,ZH-T,64b53e909f9b1b2aad65fbf1,strongly believe,graduate school (postgraduate),Daily or more,Yes,may increase,may increase,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may increase,may increase,64b53e909f9b1b2aad65fbf1,67c82cced87fe14a8020b3f1,64b53e909f9b1b2aad65fbf1,AWAITING REVIEW,Not Applicable,2025-03-05T10:51:58.845000Z,2025-03-05T11:00:05.573000Z,,2025-03-05T11:00:07.391907Z,487.0,NOCODE,0,English,Hinduism,Yes. Private only,36,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
129,2025-03-05 06:05:08,2025-03-05 06:06:48,IP Address,62.241.252.179,100,99,True,2025-03-05 06:06:48,R_2ne4WSaKW6VS3wB,,,,,60.1676,24.8134,anonymous,ZH-T,67169b82726d64b4af7b88f0,somewhat believe,undergraduate (college/University),Once a month,Yes,may increase,may increase,remain the same,remain the same,may increase,may increase,remain the same,remain the same,may increase,may increase,may increase,may increase,may increase,may increase,may increase,may increase,67169b82726d64b4af7b88f0,67c82fdfebf33f361a2dbfb0,67169b82726d64b4af7b88f0,AWAITING REVIEW,Not Applicable,2025-03-05T11:05:03.400000Z,2025-03-05T11:07:16.720000Z,,2025-03-05T11:07:17.423281Z,134.0,NOCODE,3,"English, Finnish, Nepali",Hinduism,Yes. Both public and private,33,Male,Asian,Nepal,Finland,Nepal,English,Yes,Full-Time
130,2025-03-05 06:06:48,2025-03-05 06:11:44,IP Address,193.62.218.68,100,295,True,2025-03-05 06:11:45,R_8NPLrpQV3OhZrIJ,,,,,51.3873,-0.1596,anonymous,ZH-T,6767f254729865c698207190,somewhat believe,graduate school (postgraduate),Almost never,Yes,remain the same,remain the same,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,may increase,remain the same,may increase,6767f254729865c698207190,67c8302b3d7269de93825240,6767f254729865c698207190,AWAITING REVIEW,Not Applicable,2025-03-05T11:06:46.190000Z,2025-03-05T11:12:21.736000Z,,2025-03-05T11:12:22.556536Z,336.0,NOCODE,19,"English, French, Gujarati",Hinduism,Yes. Private only,25,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
131,2025-03-05 06:13:18,2025-03-05 06:15:01,IP Address,172.59.221.176,100,103,True,2025-03-05 06:15:02,R_3sSlf02k3gk9sGZ,,,,,35.2135,-80.8218,anonymous,ZH-T,65f86f93c4546b33d9498fbc,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,may decrease,remain the same,may decrease,remain the same,remain the same,remain the same,very likely to increase,remain the same,remain the same,remain the same,remain the same,remain the same,may decrease,remain the same,65f86f93c4546b33d9498fbc,67c831c4470150302ff211d8,65f86f93c4546b33d9498fbc,AWAITING REVIEW,Not Applicable,2025-03-05T11:13:14.733000Z,2025-03-05T11:15:41.593000Z,,2025-03-05T11:15:42.278345Z,147.0,NOCODE,462,"English, Hindi, Gujarati",Hinduism,Yes. Private only,24,Female,Asian,United States,United States,United States,Gujarati,Yes,Other
132,2025-03-05 06:18:51,2025-03-05 06:21:16,IP Address,151.229.238.97,100,144,True,2025-03-05 06:21:17,R_2lzWAdglNFCsSkB,,,,,51.5538,-0.3102,anonymous,ZH-T,6673012d42beb2e47aaff081,somewhat believe,undergraduate (college/University),Once a month,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,6673012d42beb2e47aaff081,67c833118016f836a066707f,6673012d42beb2e47aaff081,AWAITING REVIEW,Not Applicable,2025-03-05T11:18:48.711000Z,2025-03-05T11:21:29.470000Z,,2025-03-05T11:21:30.235442Z,161.0,NOCODE,109,English,Hinduism,Yes. Both public and private,28,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
133,2025-03-05 06:32:18,2025-03-05 06:35:05,IP Address,212.219.190.2,100,167,True,2025-03-05 06:35:06,R_8znAzuPTXr3Bxzo,,,,,55.8162,-4.0159,anonymous,ZH-T,63cf464942558a5077c35b0f,unsure,graduate school (postgraduate),Once a month,Yes,very likely to decrease,remain the same,may decrease,may decrease,very likely to decrease,may decrease,remain the same,may decrease,remain the same,may decrease,may increase,may increase,remain the same,remain the same,may decrease,remain the same,63cf464942558a5077c35b0f,67c8363231fe9a17b4d6ec69,63cf464942558a5077c35b0f,AWAITING REVIEW,Not Applicable,2025-03-05T11:32:14.943000Z,2025-03-05T11:35:23.849000Z,,2025-03-05T11:35:24.342935Z,189.0,NOCODE,21,"English, Hindi",Hinduism,Yes. Both public and private,41,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
134,2025-03-05 06:47:18,2025-03-05 06:50:59,IP Address,158.223.165.118,100,221,True,2025-03-05 06:51:00,R_2s5iWF4CNvhcrxn,,,,,51.4781,-0.0279,anonymous,ZH-T,671113ca9d3f50fecbceff92,strongly believe,graduate school (postgraduate),Once a few months,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,671113ca9d3f50fecbceff92,67c839a8ef5eb73824283eed,671113ca9d3f50fecbceff92,AWAITING REVIEW,Not Applicable,2025-03-05T11:47:11.843000Z,2025-03-05T11:51:23.538000Z,,2025-03-05T11:51:24.167637Z,252.0,NOCODE,18,"Hindi, English",Hinduism,Yes. Private only,28,Female,Asian,India,United Kingdom,India,Hindi,No,Part-Time
135,2025-03-05 06:50:28,2025-03-05 06:52:51,IP Address,122.164.253.223,100,143,True,2025-03-05 06:52:52,R_4e25GO31jCCcf5s,,,,,9.919,78.1195,anonymous,ZH-T,65f32e17cd6885d5402953ed,somewhat disbelieve,undergraduate (college/University),Once a month,Yes,definitely decrease,very likely to decrease,very likely to decrease,very likely to decrease,very likely to decrease,definitely decrease,may increase,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,remain the same,definitely decrease,definitely decrease,65f32e17cd6885d5402953ed,67c83a813e6b6c61503ff0fb,65f32e17cd6885d5402953ed,AWAITING REVIEW,Not Applicable,2025-03-05T11:50:25.610000Z,2025-03-05T11:53:05.444000Z,,2025-03-05T11:53:06.079388Z,160.0,NOCODE,133,"English, Tamil",Hinduism,Yes. Private only,22,Male,Asian,India,India,India,Tamil,Yes,Other
136,2025-03-05 07:43:01,2025-03-05 07:47:14,IP Address,98.236.78.78,100,252,True,2025-03-05 07:47:15,R_7FKcpM9YF9o9klD,,,,,40.4442,-79.9557,anonymous,ZH-T,674a78440e8d4f1f51847fb7,somewhat disbelieve,undergraduate (college/University),Once a few months,Yes,may decrease,remain the same,very likely to decrease,very likely to decrease,very likely to decrease,may decrease,very likely to increase,may increase,may increase,may increase,may increase,remain the same,remain the same,may increase,may decrease,very likely to decrease,674a78440e8d4f1f51847fb7,67c846cd19ecf8dc8f07f0a1,674a78440e8d4f1f51847fb7,AWAITING REVIEW,Not Applicable,2025-03-05T12:42:58.631000Z,2025-03-05T12:47:35.381000Z,,2025-03-05T12:47:36.426323Z,277.0,NOCODE,24,"English, Hindi",Hinduism,Yes. Both public and private,26,Male,Asian,India,United States,India,Hindi,Yes,Full-Time
137,2025-03-05 07:56:48,2025-03-05 07:59:04,IP Address,92.14.148.93,100,135,True,2025-03-05 07:59:05,R_2vP09yWIAQ5Babn,,,,,52.9875,-2.1803,anonymous,ZH-T,677c042e2a0c457c2d261cd1,somewhat believe,undergraduate (college/University),Once a week,Yes,remain the same,remain the same,may decrease,may decrease,remain the same,remain the same,may increase,may increase,may increase,may increase,remain the same,may increase,remain the same,may increase,remain the same,remain the same,677c042e2a0c457c2d261cd1,67c84a0d85d9bb1fcac730cc,677c042e2a0c457c2d261cd1,AWAITING REVIEW,Not Applicable,2025-03-05T12:56:45.058000Z,2025-03-05T12:59:26.123000Z,,2025-03-05T12:59:27.087716Z,162.0,NOCODE,20,English,Hinduism,Yes. Both public and private,20,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
138,2025-03-05 08:26:35,2025-03-05 08:29:56,IP Address,157.40.104.106,100,201,True,2025-03-05 08:29:56,R_4Ey5LoDsEn3vaai,,,,,22.5643,88.3693,anonymous,ZH-T,66560d3c7f7a6a3a5aff0e8e,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,very likely to increase,may decrease,may increase,may decrease,may increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,66560d3c7f7a6a3a5aff0e8e,67c851081fc70a59fcef9951,66560d3c7f7a6a3a5aff0e8e,AWAITING REVIEW,Not Applicable,2025-03-05T13:26:32.299000Z,2025-03-05T13:30:19.612000Z,,2025-03-05T13:30:20.538822Z,228.0,NOCODE,76,"Bengali, English, Hindi",Hinduism,Yes. Private only,41,Male,Asian,India,India,India,English,No,Part-Time
139,2025-03-05 08:26:51,2025-03-05 08:30:06,IP Address,142.198.183.20,100,195,True,2025-03-05 08:30:07,R_3OIXvZBgSsqnZTH,,,,,43.7618,-79.2703,anonymous,ZH-T,5f18e827b66f1713052893d4,strongly believe,undergraduate (college/University),Once a month,Yes,remain the same,remain the same,very likely to decrease,remain the same,may decrease,remain the same,may increase,remain the same,may increase,remain the same,remain the same,may increase,may increase,may increase,remain the same,may increase,5f18e827b66f1713052893d4,67c851187dbd6f196b29d4ee,5f18e827b66f1713052893d4,AWAITING REVIEW,Not Applicable,2025-03-05T13:26:48.369000Z,2025-03-05T13:30:33.316000Z,,2025-03-05T13:30:34.078823Z,225.0,NOCODE,187,"English, Hindi",Hinduism,Yes. Private only,29,Female,Asian,India,Canada,India,Hindi,No,Full-Time
