,Submission id,Participant id,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Religious affiliation,Fluent languages,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID
105,67c80514336acde4dc2b972d,610d3caed1aae63d1d24d798,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:55.379000Z,2025-03-05T08:14:31.642000Z,,2025-03-05T08:14:32.339844Z,697.0,NOCODE,234,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:22,2025-03-05 03:14:09,IP Address,102.134.125.69,100,647,True,2025-03-05 03:14:10,R_2Lk5YDKU033bOqU,,,,,-26.2309,28.0583,anonymous,ZH-T,610d3caed1aae63d1d24d798,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,very likely to increase,very likely to decrease,may decrease,may decrease,may increase,may increase,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,very likely to decrease,very likely to increase,610d3caed1aae63d1d24d798
106,67c80516218b514a3ba8a8dc,678690ee894cb1995157ae67,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:41.649000Z,2025-03-05T08:12:42.245000Z,,2025-03-05T08:12:42.947928Z,601.0,NOCODE,77,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:08,2025-03-05 03:12:20,IP Address,41.147.4.99,100,551,True,2025-03-05 03:12:22,R_2hrEAHYp9rwAnJf,,,,,-33.914,18.4129,anonymous,ZH-T,678690ee894cb1995157ae67,strongly believe,graduate school (postgraduate),Once a week,Yes,definitely increase,very likely to increase,very likely to decrease,very likely to increase,definitely increase,very likely to increase,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,may increase,very likely to increase,definitely increase,very likely to increase,678690ee894cb1995157ae67
107,67c805174b0656f9d0a398a8,664265c1b1af645909e90199,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:53.945000Z,2025-03-05T08:08:49.484000Z,,2025-03-05T08:08:50.833731Z,356.0,NOCODE,44,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),2025-03-05 03:02:57,2025-03-05 03:08:03,IP Address,102.213.132.228,100,305,True,2025-03-05 03:08:04,R_1lXKy4iwL6EQqTG,,,,,-26.0977,27.768,anonymous,ZH-T,664265c1b1af645909e90199,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,664265c1b1af645909e90199
108,67c80517f0fcdc208085bec7,605986be77c362e33eac85c2,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:45.791000Z,2025-03-05T08:11:59.077000Z,,2025-03-05T08:11:59.779912Z,554.0,NOCODE,901,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,39,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:01,2025-03-05 03:11:40,IP Address,197.185.186.218,100,518,True,2025-03-05 03:11:40,R_8GDGPcdwAL9d2LH,,,,,-26.2309,28.0583,anonymous,ZH-T,605986be77c362e33eac85c2,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,may increase,definitely increase,very likely to increase,remain the same,very likely to increase,remain the same,definitely increase,may increase,very likely to increase,remain the same,very likely to increase,605986be77c362e33eac85c2
109,67c8051881fb9feed4c08eae,666061eeffa611f991735eab,AWAITING REVIEW,Not Applicable,2025-03-05T08:06:17.820000Z,2025-03-05T08:16:35.916000Z,,2025-03-05T08:16:36.567804Z,619.0,NOCODE,160,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:06:22,2025-03-05 03:16:17,IP Address,102.39.19.190,100,594,True,2025-03-05 03:16:18,R_2ilK5TUodCgVfbK,,,,,-26.2309,28.0583,anonymous,ZH-T,666061eeffa611f991735eab,somewhat believe,undergraduate (college/University),Once a few months,Yes,very likely to increase,very likely to decrease,remain the same,very likely to increase,may decrease,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,stay the same,666061eeffa611f991735eab
110,67c805189083e3f81ba8a892,673493f39318451e1c97abac,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:10.293000Z,2025-03-05T08:10:30.244000Z,,2025-03-05T08:10:31.024681Z,440.0,NOCODE,39,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:17,2025-03-05 03:10:05,IP Address,41.145.196.244,100,408,True,2025-03-05 03:10:05,R_2CabZKTBabWRkCZ,,,,,-26.2309,28.0583,anonymous,ZH-T,673493f39318451e1c97abac,strongly believe,graduate school (postgraduate),Daily or more,Yes,may increase,definitely increase,may increase,definitely increase,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,673493f39318451e1c97abac
111,67c80519f0fcdc208085becc,672a1e18e989acde7943c896,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:19.703000Z,2025-03-05T08:12:42.744000Z,,2025-03-05T08:12:43.457825Z,564.0,NOCODE,38,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,26,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:26,2025-03-05 03:09:37,IP Address,105.245.8.68,100,370,True,2025-03-05 03:09:38,R_2Wh7T3h7YZ7VcAx,,,,,-26.2309,28.0583,anonymous,ZH-T,672a1e18e989acde7943c896,strongly believe,vocational/technical school,Daily or more,Yes,remain the same,remain the same,remain the same,may increase,remain the same,may increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,may increase,definitely increase,definitely increase,remain the same,very likely to increase,672a1e18e989acde7943c896
112,67c8051a218b514a3ba8a8e2,67591767ad41717a9710c4b8,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:11.053000Z,2025-03-05T08:08:33.202000Z,,2025-03-05T08:08:33.891995Z,323.0,NOCODE,107,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,24,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,2025-03-05 03:03:15,2025-03-05 03:08:00,IP Address,46.203.192.12,100,285,True,2025-03-05 03:08:01,R_2Dv9xRTmJFJJMjA,,,,,51.5081,-0.1278,anonymous,ZH-T,67591767ad41717a9710c4b8,strongly believe,graduate school (postgraduate),Once a week,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,67591767ad41717a9710c4b8
113,67c8051abbc32259e1080658,66878d3d1b2de9ef629d872f,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:45.396000Z,2025-03-05T08:07:33.913000Z,,2025-03-05T08:07:34.846995Z,289.0,NOCODE,39,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Greek, English",Yes. Both public and private,25,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time,2025-03-05 03:02:47,2025-03-05 03:07:18,IP Address,31.152.172.33,100,271,True,2025-03-05 03:07:19,R_8KviWfW69d6tqcF,,,,,40.6439,22.9358,anonymous,ZH-T,66878d3d1b2de9ef629d872f,strongly believe,graduate school (postgraduate),Once a few months,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,may increase,remain the same,remain the same,remain the same,stay the same,66878d3d1b2de9ef629d872f
114,67c8051b048c9196ca12acc9,60f69cc95b0429dc763ff1a0,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:16.029000Z,2025-03-05T08:17:34.948000Z,,2025-03-05T08:17:35.840008Z,859.0,NOCODE,121,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,26,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:22,2025-03-05 03:16:47,IP Address,41.208.34.126,100,805,True,2025-03-05 03:16:48,R_3e2IrFG4oo7wBvc,,,,,-23.95,31.1167,anonymous,ZH-T,60f69cc95b0429dc763ff1a0,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,definitely increase,definitely decrease,definitely increase,definitely decrease,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,very likely to decrease,may increase,60f69cc95b0429dc763ff1a0
115,67c8051c4b0656f9d0a398b2,6697c361344c28989665d274,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:45.632000Z,2025-03-05T08:08:11.239000Z,,2025-03-05T08:08:12.113855Z,326.0,NOCODE,18,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Turkish, Afrikaans",Yes. Both public and private,24,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:02:48,2025-03-05 03:07:29,IP Address,41.122.69.222,100,281,True,2025-03-05 03:07:30,R_2wvrw3lAZAG10cp,,,,,-29.1346,26.2004,anonymous,ZH-T,6697c361344c28989665d274,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase,remain the same,may increase,definitely increase,definitely increase,may increase,remain the same,remain the same,remain the same,definitely increase,6697c361344c28989665d274
116,67c8051c7c8ca244a3869c3c,66b1d733bdd6068a179dfcf8,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:48.433000Z,2025-03-05T08:08:42.583000Z,,2025-03-05T08:08:43.108334Z,355.0,NOCODE,162,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other,2025-03-05 03:02:51,2025-03-05 03:08:13,IP Address,41.13.108.95,100,321,True,2025-03-05 03:08:13,R_2rSfeua1Nyw0Okf,,,,,-25.757,28.1443,anonymous,ZH-T,66b1d733bdd6068a179dfcf8,strongly believe,high school,Once a week,Yes,remain the same,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,66b1d733bdd6068a179dfcf8
117,67c8051cf0fcdc208085bed1,6736f4a8fe83ffce0936bdc4,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:41.417000Z,2025-03-05T08:27:50.874000Z,,2025-03-05T08:27:51.634573Z,1510.0,NOCODE,129,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Afrikaans, Portuguese",Yes. Both public and private,32,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:19:19,2025-03-05 03:27:18,IP Address,165.165.121.209,100,479,True,2025-03-05 03:27:19,R_8D7n6wd2svOImk6,,,,,-29.8553,31.0428,anonymous,ZH-T,6736f4a8fe83ffce0936bdc4,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,remain the same,remain the same,definitely increase,6736f4a8fe83ffce0936bdc4
118,67c8051d9083e3f81ba8a8a0,616175dbc12b4681198a540f,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:03.143000Z,2025-03-05T08:13:01.080000Z,,2025-03-05T08:13:01.909401Z,598.0,NOCODE,749,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,35,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:07,2025-03-05 03:12:34,IP Address,41.122.203.67,100,567,True,2025-03-05 03:12:35,R_2yf9cbcTYkbWhPk,,,,,-29.8553,31.0428,anonymous,ZH-T,616175dbc12b4681198a540f,strongly believe,graduate school (postgraduate),Daily or more,Yes,may decrease,may decrease,may decrease,may decrease,may decrease,may decrease,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,definitely increase,616175dbc12b4681198a540f
119,67c8051dc7048d9c2878efa8,65707f11f48e571b069ded4c,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:49.143000Z,2025-03-05T08:08:57.804000Z,,2025-03-05T08:08:58.453987Z,369.0,NOCODE,37,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Arabic, English",Yes. Both public and private,23,Male,Black,Morocco,United Kingdom,Morocco,Arabic,Yes,Part-Time,2025-03-05 03:02:53,2025-03-05 03:08:27,IP Address,156.253.255.18,100,333,True,2025-03-05 03:08:27,R_8Qu4JheQ17ghodZ,,,,,51.5088,-0.093,anonymous,ZH-T,65707f11f48e571b069ded4c,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,definitely increase,remain the same,very likely to increase,remain the same,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,may increase,very likely to increase,remain the same,very likely to increase,may decrease,definitely increase,65707f11f48e571b069ded4c
120,67c8051e07272b438a771658,60ed8268abc6a576ff4f9318,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:38.415000Z,2025-03-05T08:24:55.912000Z,,2025-03-05T08:24:56.461337Z,1338.0,NOCODE,800,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,32,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:02:43,2025-03-05 03:24:29,IP Address,102.66.193.91,100,1306,True,2025-03-05 03:24:30,R_2RjWR1y5Ub2G5W6,,,,,-29,24,anonymous,ZH-T,60ed8268abc6a576ff4f9318,strongly believe,graduate school (postgraduate),2-3 times a year,Yes,may decrease,definitely increase,remain the same,definitely increase,may decrease,definitely increase,definitely increase,definitely increase,may increase,definitely increase,remain the same,very likely to increase,remain the same,remain the same,remain the same,very likely to increase,60ed8268abc6a576ff4f9318
121,67c8051e1670c193e93a9c35,60367bf5d64de8e106c790ab,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:38.897000Z,2025-03-05T08:07:36.084000Z,,2025-03-05T08:07:36.851051Z,298.0,NOCODE,229,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Greek",Yes. Both public and private,27,Male,White,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking),2025-03-05 03:02:40,2025-03-05 03:07:18,IP Address,79.167.215.72,100,277,True,2025-03-05 03:07:18,R_8RQdYuD11Ij1yxE,,,,,38.2475,21.7311,anonymous,ZH-T,60367bf5d64de8e106c790ab,somewhat believe,graduate school (postgraduate),Once a few months,Yes,may decrease,may increase,may increase,remain the same,may increase,may increase,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,remain the same,remain the same,may decrease,may increase,60367bf5d64de8e106c790ab
122,67c8051fbbc32259e108065f,674360286718d36be6897918,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:39.186000Z,2025-03-05T08:08:20.929000Z,,2025-03-05T08:08:21.596919Z,342.0,NOCODE,195,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,37,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Unemployed (and job seeking),2025-03-05 03:02:43,2025-03-05 03:06:11,IP Address,46.151.225.207,100,207,True,2025-03-05 03:06:12,R_8CpvUBGKsxEiImh,,,,,51.5081,-0.1278,anonymous,ZH-T,674360286718d36be6897918,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,definitely increase,remain the same,definitely increase,may decrease,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to decrease,stay the same,674360286718d36be6897918
123,67c8051fbbc32259e108065f,674360286718d36be6897918,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:39.186000Z,2025-03-05T08:08:20.929000Z,,2025-03-05T08:08:21.596919Z,342.0,NOCODE,195,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,37,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Unemployed (and job seeking),2025-03-05 03:06:36,2025-03-05 03:08:07,IP Address,46.151.225.207,100,90,True,2025-03-05 03:08:08,R_2238TnAAImatTmw,,,,,51.5081,-0.1278,anonymous,ZH-T,674360286718d36be6897918,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,may increase,very likely to decrease,remain the same,very likely to decrease,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to decrease,stay the same,674360286718d36be6897918
124,67c8051fd3286dcb4d8ecad3,67307a46275a131cc558b9ad,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:47.861000Z,2025-03-05T08:15:41.386000Z,,2025-03-05T08:15:41.921538Z,774.0,NOCODE,40,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-05 03:07:11,2025-03-05 03:15:10,IP Address,41.150.219.21,100,479,True,2025-03-05 03:15:11,R_2GkBzXGOUUap5L2,,,,,-25.757,28.1443,anonymous,ZH-T,67307a46275a131cc558b9ad,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,definitely increase,remain the same,very likely to increase,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,67307a46275a131cc558b9ad
125,67c805208c8834e930b1d541,6658d0969b9cd1a0f1a25c5d,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:34.354000Z,2025-03-05T08:11:32.779000Z,,2025-03-05T08:11:33.642449Z,479.0,NOCODE,193,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,22,Female,Black,Kenya,Kenya,Kenya,English,Yes,Part-Time,2025-03-05 03:05:35,2025-03-05 03:11:00,IP Address,102.0.16.118,100,325,True,2025-03-05 03:11:01,R_2M37qruhh4wKhn5,,,,,-1.2841,36.8155,anonymous,ZH-T,6658d0969b9cd1a0f1a25c5d,strongly believe,undergraduate (college/University),Daily or more,Yes,remain the same,very likely to increase,remain the same,may increase,may decrease,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,may increase,may increase,remain the same,very likely to increase,6658d0969b9cd1a0f1a25c5d
126,67c80520bbc32259e1080662,64526929d8f9b780b29d4d8d,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:40.299000Z,2025-03-05T08:10:53.583000Z,,2025-03-05T08:10:54.208231Z,494.0,NOCODE,614,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Portuguese, English, Spanish",Yes. Both public and private,25,Male,White,Brazil,Portugal,Portugal,Portuguese,No,Full-Time,2025-03-05 03:02:42,2025-03-05 03:10:35,IP Address,176.223.10.143,100,473,True,2025-03-05 03:10:36,R_2CQwlyGm2tIVaCZ,,,,,38.7219,-9.1398,anonymous,ZH-T,64526929d8f9b780b29d4d8d,strongly believe,high school,Daily or more,Yes,remain the same,remain the same,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,very likely to increase,very likely to increase,remain the same,very likely to increase,remain the same,remain the same,remain the same,stay the same,64526929d8f9b780b29d4d8d
127,67c80521bdb3d182fbc33f79,67444815330f14b5e3d35ce9,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:40.239000Z,2025-03-05T08:09:59.696000Z,,2025-03-05T08:10:00.351076Z,380.0,NOCODE,127,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,53,Male,Black,Nigeria,South Africa,Nigeria,English,Yes,Full-Time,2025-03-05 03:03:45,2025-03-05 03:09:25,IP Address,41.114.14.79,100,339,True,2025-03-05 03:09:26,R_2ml1CxFi7P7NTHB,,,,,-29,24,anonymous,ZH-T,67444815330f14b5e3d35ce9,strongly believe,graduate school (postgraduate),Daily or more,Yes,may decrease,may decrease,may decrease,may increase,definitely decrease,very likely to decrease,may decrease,may decrease,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to decrease,definitely increase,67444815330f14b5e3d35ce9
128,67c80521e4e702e56bd7ce2d,673360818b5b7adc97b37846,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:52.353000Z,2025-03-05T08:11:22.417000Z,,2025-03-05T08:11:23.115290Z,451.0,NOCODE,43,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Other",Yes. Both public and private,26,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:56,2025-03-05 03:11:00,IP Address,105.0.7.52,100,423,True,2025-03-05 03:11:00,R_2AHbztJKw4HM3bR,,,,,-29,24,anonymous,ZH-T,673360818b5b7adc97b37846,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,very likely to increase,remain the same,may increase,remain the same,very likely to increase,definitely increase,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,673360818b5b7adc97b37846
129,67c8052281fb9feed4c08eb5,615ae38adcc6bf035701d512,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:52.888000Z,2025-03-05T08:13:06.798000Z,,2025-03-05T08:13:07.372473Z,614.0,NOCODE,634,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,48,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:02:56,2025-03-05 03:12:45,IP Address,102.219.24.4,100,589,True,2025-03-05 03:12:46,R_2DIr2oL8KRG6Wzy,,,,,-26.2309,28.0583,anonymous,ZH-T,615ae38adcc6bf035701d512,strongly believe,high school,Daily or more,Yes,remain the same,definitely increase,may decrease,very likely to increase,may decrease,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,remain the same,definitely increase,615ae38adcc6bf035701d512
130,67c80522b21a179e85c541f5,65faee440578e47facaf0488,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:42.929000Z,2025-03-05T08:17:29.823000Z,,2025-03-05T08:17:30.518029Z,887.0,65faee440578e47facaf0488,249,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Swahili, English",Yes. Both public and private,28,Male,Black,Kenya,Kenya,Kenya,English,Yes,Full-Time,2025-03-05 03:02:47,2025-03-05 03:10:54,IP Address,154.159.252.16,100,487,True,2025-03-05 03:10:55,R_8q9jNQUZJ96uo0i,,,,,-1.2841,36.8155,anonymous,ZH-T,65faee440578e47facaf0488,strongly believe,undergraduate (college/University),Once a few months,Yes,remain the same,may increase,may decrease,may increase,may decrease,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may increase,may increase,very likely to decrease,stay the same,65faee440578e47facaf0488
131,67c805237c8ca244a3869c49,65fafe2b603298c26c3b4476,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:54.223000Z,2025-03-05T08:08:08.981000Z,,2025-03-05T08:08:09.586567Z,315.0,NOCODE,205,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,27,Male,Black,Kenya,Kenya,Kenya,English,No,Part-Time,2025-03-05 03:03:00,2025-03-05 03:06:33,IP Address,154.159.252.110,100,212,True,2025-03-05 03:06:34,R_2EHnpuC2HjB5Uw7,,,,,-1.2841,36.8155,anonymous,ZH-T,65fafe2b603298c26c3b4476,strongly believe,undergraduate (college/University),Daily or more,Yes,may increase,very likely to increase,very likely to decrease,remain the same,remain the same,may increase,definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,very likely to increase,definitely increase,may increase,remain the same,stay the same,65fafe2b603298c26c3b4476
132,67c80523f2b804c32c584db9,60e2ebb6ad1d5ee0e515a7c5,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:52.773000Z,2025-03-05T08:18:53.160000Z,,2025-03-05T08:18:53.897851Z,961.0,NOCODE,767,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-05 03:14:23,2025-03-05 03:18:34,IP Address,196.21.109.135,100,250,True,2025-03-05 03:18:35,R_8R4bslO1yVlshji,,,,,-25.757,28.1443,anonymous,ZH-T,60e2ebb6ad1d5ee0e515a7c5,strongly believe,undergraduate (college/University),Daily or more,Yes,definitely increase,definitely increase,remain the same,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,60e2ebb6ad1d5ee0e515a7c5
133,67c805244b813470ecdee7d7,67ab1d683813ed19603e1030,AWAITING REVIEW,Not Applicable,2025-03-05T08:02:44.366000Z,2025-03-05T08:15:10.876000Z,,2025-03-05T08:15:11.591651Z,747.0,NOCODE,21,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Other",Yes. Both public and private,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:10:34,2025-03-05 03:14:59,IP Address,41.122.91.105,100,264,True,2025-03-05 03:15:00,R_8sdAEvqylnlHNcY,,,,,-28.7333,24.7658,anonymous,ZH-T,67ab1d683813ed19603e1030,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,definitely increase,remain the same,very likely to increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,remain the same,definitely increase,67ab1d683813ed19603e1030
